Supplemental Table 3: Known and putative novel ncNATs and their partner genes. ,,,,,,,
# Note to gene_id prefixes:,,,,,,,
# ENSG* - Ensembl/GENCODE genes,,,,,,,
# NONH* - Noncode genes,,,,,,,
# MSTRG* - Novel genes,,,,,,,
# Other - RefSeq genes,,,,,,,
,gene_id,seqnames,start,end,strand,gene_name,partners
2323,ENSG00000236164.1,chr6,46758296,46761158,-,AL161618.1,ENSG00000230062.6
2324,ENSG00000225730.1,chr6,46903471,46909078,+,ADGRF5-AS1,ENSG00000069122.19
2325,ENSG00000235122.4,chr6,49714325,49820503,+,AL121974.1,ENSG00000096006.12
2326,ENSG00000235122.4,chr6,49714325,49820503,+,AL121974.1,ENSG00000170950.6
2327,ENSG00000228689.8,chr6,51599723,51623428,+,AL355997.1,ENSG00000170927.15
2328,ENSG00000225791.7,chr6,52576787,52643058,+,TRAM2-AS1,ENSG00000065308.5
2329,ENSG00000249379.2,chr6,53503109,53507660,+,AL033397.2,ENSG00000001084.13
2330,ENSG00000235899.2,chr6,53616471,53631400,+,LINC01564,ENSG00000001084.13
2331,ENSG00000227885.3,chr6,53739266,53794904,-,AL590652.1,ENSG00000137269.15
2332,ENSG00000271218.1,chr6,53918974,53920788,-,AL033384.2,ENSG00000137269.15
2333,ENSG00000235050.6,chr6,53978549,54079726,-,MLIP-AS1,ENSG00000146147.15
2334,ENSG00000228231.2,chr6,54365335,54369971,-,TINAG-AS1,ENSG00000137251.16
2335,ENSG00000231441.2,chr6,56843928,56864078,+,DST-AS1,ENSG00000151914.21
2336,ENSG00000226803.9,chr6,57114894,57174236,-,ZNF451-AS1,ENSG00000112208.11
2337,ENSG00000226803.9,chr6,57114894,57174236,-,ZNF451-AS1,ENSG00000112200.17
2338,ENSG00000287679.1,chr6,61870097,61893882,+,AL355347.1,ENSG00000112232.10
2339,ENSG00000266680.1,chr6,63571005,63572408,-,AL135905.1,ENSG00000112245.12
2340,ENSG00000236345.1,chr6,63806836,63822642,+,SCAT8,ENSG00000188107.15
2341,ENSG00000232120.1,chr6,64377795,64412779,+,AL357375.1,ENSG00000188107.15
2342,ENSG00000253809.1,chr6,70222758,70242156,+,AL160262.1,ENSG00000112280.17
2343,ENSG00000224349.2,chr6,70412828,70413950,-,FAM135A-AS1,ENSG00000082269.17
2344,ENSG00000232295.7,chr6,71221457,71328228,-,AL589935.1,ENSG00000119900.9
2345,ENSG00000285844.2,chr6,72614386,72622073,-,FO393414.3,ENSG00000185760.17
2346,ENSG00000229154.2,chr6,73130646,73143514,-,KCNQ5-AS1,ENSG00000185760.17
2347,ENSG00000229852.4,chr6,73263212,73301789,+,AC019205.1,ENSG00000135314.12
2348,ENSG00000231332.2,chr6,73369704,73387717,+,OOEP-AS1,ENSG00000203907.10
2349,ENSG00000229862.5,chr6,73523618,73570596,+,AL121972.1,ENSG00000156508.19
2350,ENSG00000231652.2,chr6,73693903,73696131,-,AL590428.1,ENSG00000156535.15
2351,ENSG00000225793.3,chr6,75285014,75317525,+,TMEM30A-DT,ENSG00000118407.15
2352,ENSG00000237174.7,chr6,75357214,75399300,+,AL445465.1,ENSG00000118407.15
2353,ENSG00000238156.1,chr6,75454944,75458900,+,AL445465.2,ENSG00000118407.15
2354,ENSG00000286340.1,chr6,79077841,79081371,+,AL356776.2,ENSG00000146247.14
2355,ENSG00000270362.1,chr6,79233718,79236797,+,HMGN3-AS1,ENSG00000118418.14
2356,ENSG00000231533.2,chr6,79420172,79529276,+,AL391840.1,ENSG00000135338.14
2357,ENSG00000286875.1,chr6,82353861,82363657,-,AL121977.2,ENSG00000146242.9
2358,ENSG00000287705.1,chr6,83852312,83854167,-,AL139232.1,ENSG00000203877.8
2359,ENSG00000228290.7,chr6,84687712,84709578,+,TBX18-AS1,ENSG00000112837.17
2360,ENSG00000272008.1,chr6,87151159,87155285,-,AL139274.2,ENSG00000188994.13
2361,ENSG00000237027.1,chr6,89560875,89567044,-,AL159174.1,ENSG00000135299.17
2362,ENSG00000228124.1,chr6,89673469,89675783,+,AL096678.1,ENSG00000112159.12
2363,ENSG00000226455.1,chr6,89950116,89953186,+,AL121787.1,ENSG00000112182.15
2364,ENSG00000287683.1,chr6,93416951,93677954,+,AL591519.1,ENSG00000135333.15
2365,ENSG00000233797.2,chr6,96199840,96521717,-,UFL1-AS1,ENSG00000172461.11
2366,ENSG00000233797.2,chr6,96199840,96521717,-,UFL1-AS1,ENSG00000014123.10
2367,ENSG00000228506.2,chr6,99424922,99432323,+,AL513550.1,ENSG00000132424.17
2368,ENSG00000229315.7,chr6,99993934,100107613,+,MCHR2-AS1,ENSG00000152034.11
2369,ENSG00000228082.1,chr6,100427118,100437484,+,SIM1-AS1,ENSG00000112246.10
2370,ENSG00000287397.1,chr6,101452917,101454245,-,AP002528.1,ENSG00000164418.21
2371,ENSG00000203809.7,chr6,104864464,104941447,-,LIN28B-AS1,ENSG00000187772.8
2372,ENSG00000203808.12,chr6,105136308,105169952,+,BVES-AS1,ENSG00000112276.14
2373,ENSG00000203808.12,chr6,105136308,105169952,+,BVES-AS1,ENSG00000132429.10
2374,ENSG00000231628.1,chr6,105279016,105281755,+,AL133406.2,ENSG00000085377.15
2375,ENSG00000286084.2,chr6,105403207,105588802,+,AL096794.1,ENSG00000085377.15
2376,ENSG00000269919.1,chr6,106100140,106100593,+,AL022067.1,ENSG00000057663.16
2377,ENSG00000282408.1,chr6,106451496,106457248,-,AL109920.1,ENSG00000112297.18
2378,ENSG00000234206.5,chr6,107509803,107511721,-,AL121957.1,ENSG00000112320.12
2379,ENSG00000272476.1,chr6,107957413,107959986,+,AL024507.2,ENSG00000025796.14
2380,ENSG00000225174.2,chr6,108123457,108159392,+,OSTM1-AS1,ENSG00000081087.15
2381,ENSG00000279498.1,chr6,108359084,108359863,-,AL356121.2,ENSG00000135537.17
2382,ENSG00000230290.1,chr6,108922976,108924103,-,ARMC2-AS1,ENSG00000118690.13
2383,ENSG00000271730.1,chr6,108998482,108999125,+,AL390208.1,ENSG00000080546.13
2384,ENSG00000223537.3,chr6,109483638,109506800,+,AL109947.1,ENSG00000155085.15
2385,ENSG00000287268.1,chr6,110341973,110354563,+,AL050350.1,ENSG00000053328.8
2386,ENSG00000231046.1,chr6,111227747,111259034,-,AL360227.1,ENSG00000112394.17
2387,ENSG00000272356.1,chr6,111309203,111313517,+,AL080317.2,ENSG00000009413.16
2388,ENSG00000229276.1,chr6,111360641,111361607,-,REV3L-IT1,ENSG00000173214.7
2389,ENSG00000231889.7,chr6,111483511,111598302,+,TRAF3IP2-AS1,ENSG00000009413.16
2390,ENSG00000231889.7,chr6,111483511,111598302,+,TRAF3IP2-AS1,ENSG00000056972.20
2391,ENSG00000255389.1,chr6,111599875,111602295,+,Z97989.1,ENSG00000056972.20
2392,ENSG00000237234.7,chr6,112154765,112166476,+,Z99289.1,ENSG00000112769.20
2393,ENSG00000226440.7,chr6,112236093,112307009,+,LAMA4-AS1,ENSG00000112769.20
2394,ENSG00000228624.7,chr6,113969701,114471705,+,HDAC2-AS2,ENSG00000249853.8
2395,ENSG00000228624.7,chr6,113969701,114471705,+,HDAC2-AS2,ENSG00000196591.12
2396,ENSG00000287933.1,chr6,116033901,116046753,+,AL357141.1,ENSG00000111816.8
2397,ENSG00000236326.1,chr6,116244187,116244728,-,AL050331.2,ENSG00000178425.14
2398,ENSG00000244158.1,chr6,116460739,116463692,-,CALHM6-AS1,ENSG00000188820.13
2399,ENSG00000286339.1,chr6,118565660,118576840,+,Z99496.1,ENSG00000111860.14
2400,ENSG00000253194.2,chr6,118934770,119182745,+,AL137009.1,ENSG00000111885.7
2401,ENSG00000253194.2,chr6,118934770,119182745,+,AL137009.1,ENSG00000111877.18
2402,ENSG00000253194.2,chr6,118934770,119182745,+,AL137009.1,ENSG00000111879.20
2403,ENSG00000287258.1,chr6,122562172,122621014,-,AL512283.2,ENSG00000135549.15
2404,ENSG00000287818.1,chr6,122711887,122718814,-,AL512283.3,ENSG00000135549.15
2405,ENSG00000235535.8,chr6,123389421,123510247,+,TRDN-AS1,ENSG00000186439.14
2406,ENSG00000285691.2,chr6,123519697,123557670,+,AL445259.1,ENSG00000186439.14
2407,ENSG00000285941.1,chr6,123589711,123685323,+,AL133257.1,ENSG00000186439.14
2408,ENSG00000236548.2,chr6,124644434,124963165,-,RNF217-AS1,ENSG00000188580.15
2409,ENSG00000236548.2,chr6,124644434,124963165,-,RNF217-AS1,ENSG00000146373.16
2410,ENSG00000286299.1,chr6,125268087,125274828,+,AL121938.1,ENSG00000111906.18
2411,ENSG00000237742.7,chr6,125577545,125749190,-,AL365259.1,ENSG00000135547.9
2412,ENSG00000232131.1,chr6,125797856,125818858,-,NCOA7-AS1,ENSG00000111912.20
2413,ENSG00000227945.1,chr6,128027886,128085248,+,PTPRK-AS1,ENSG00000152894.15
2414,ENSG00000224733.1,chr6,128500527,128501176,+,AL034349.1,ENSG00000152894.15
2415,ENSG00000226149.6,chr6,129439485,129576047,-,AL356124.1,ENSG00000196569.13
2416,ENSG00000233351.1,chr6,129479615,129481410,-,AL356124.2,ENSG00000196569.13
2417,ENSG00000227678.8,chr6,130133410,130146179,-,AL355581.1,ENSG00000198945.8
2418,ENSG00000227220.1,chr6,131950946,132077393,+,AL133346.1,ENSG00000118523.6
2419,ENSG00000234484.1,chr6,132752675,132753951,+,AL032821.1,ENSG00000112303.14
2420,ENSG00000223542.1,chr6,133435077,133439464,-,AL024497.1,ENSG00000112319.19
2421,ENSG00000234567.1,chr6,133452857,133456605,-,AL024497.2,ENSG00000112319.19
2422,ENSG00000227954.7,chr6,133502252,133892802,-,TARID,ENSG00000118526.7
2423,ENSG00000227954.7,chr6,133502252,133892802,-,TARID,ENSG00000112319.19
2424,ENSG00000286887.1,chr6,134296301,134304297,+,AL355881.1,ENSG00000118515.11
2425,ENSG00000240056.2,chr6,134941392,134942450,+,AL445190.1,ENSG00000118514.14
2426,ENSG00000232876.1,chr6,135055033,135060550,+,AL353596.1,ENSG00000112339.15
2427,ENSG00000236703.1,chr6,135195083,135195995,-,MYB-AS1,ENSG00000118513.19
2428,ENSG00000234084.1,chr6,135301568,135307158,+,AL049552.1,ENSG00000135541.22
2429,ENSG00000287094.1,chr6,135323399,135327965,+,AL049552.2,ENSG00000135541.22
2430,ENSG00000231028.9,chr6,135497422,135813990,+,LINC00271,ENSG00000135541.22
2431,ENSG00000286313.1,chr6,135854053,135880942,-,AL360178.1,ENSG00000171408.14
2432,ENSG00000288054.1,chr6,135882780,135888133,-,AL360178.2,ENSG00000171408.14
2433,ENSG00000237596.7,chr6,135991936,136225751,-,AL138828.1,ENSG00000171408.14
2434,ENSG00000272189.1,chr6,136550661,136552554,+,AL024508.1,ENSG00000135525.18
2435,ENSG00000234263.2,chr6,136629066,136648198,+,MAP3K5-AS1,ENSG00000197442.10
2436,ENSG00000286646.1,chr6,136784045,136786280,+,AL121933.2,ENSG00000197442.10
2437,ENSG00000237499.7,chr6,137823673,137868233,-,WAKMAR2,ENSG00000118503.15
2438,ENSG00000225177.6,chr6,138692548,138697288,+,AL590617.2,ENSG00000135540.11
2439,ENSG00000231329.8,chr6,139144204,139239653,-,AL031772.1,ENSG00000112406.5
2440,ENSG00000272446.5,chr6,139159157,139277181,-,AL158850.1,ENSG00000112406.5
2441,ENSG00000226571.2,chr6,139271362,139667284,+,AL592429.2,ENSG00000164440.15
2442,ENSG00000226571.2,chr6,139271362,139667284,+,AL592429.2,ENSG00000164442.10
2443,ENSG00000233138.1,chr6,142748443,142753759,+,AL023584.1,ENSG00000010818.10
2444,ENSG00000237851.1,chr6,142788123,142794086,+,AL023584.2,ENSG00000010818.10
2445,ENSG00000232618.2,chr6,142946406,142957945,+,AL355304.1,ENSG00000010818.10
2446,ENSG00000225752.1,chr6,143094034,143099645,-,AL023581.1,ENSG00000146416.19
2447,ENSG00000278206.1,chr6,143484979,143507327,+,AL031320.2,ENSG00000001036.14
2448,ENSG00000235740.2,chr6,143554325,143562031,-,PHACTR2-AS1,ENSG00000112419.14
2449,ENSG00000270638.1,chr6,145735570,145737218,+,AL023806.1,ENSG00000112425.16
2450,ENSG00000235652.9,chr6,145799409,145887430,+,FBXO30-DT,ENSG00000146414.16
2451,ENSG00000235652.9,chr6,145799409,145887430,+,FBXO30-DT,ENSG00000118496.5
2452,ENSG00000233452.7,chr6,146824539,147204614,-,STXBP5-AS1,ENSG00000164506.14
2453,ENSG00000224658.1,chr6,148237585,148283408,-,AL513164.1,ENSG00000111961.18
2454,ENSG00000227660.1,chr6,148955628,148964684,-,UST-AS1,ENSG00000111962.8
2455,ENSG00000236591.1,chr6,149027700,149032573,-,UST-AS2,ENSG00000111962.8
2456,ENSG00000225924.2,chr6,149243299,149257551,-,TAB2-AS1,ENSG00000055208.19
2457,ENSG00000281021.1,chr6,149576089,149590864,-,AL078581.4,ENSG00000055211.14
2458,ENSG00000278899.1,chr6,149717621,149718888,+,AL358852.1,ENSG00000131023.13
2459,ENSG00000231760.5,chr6,149796151,149799150,-,AL355312.2,ENSG00000120265.18
2460,ENSG00000273132.1,chr6,149852462,149853192,+,AL355312.3,ENSG00000285991.1
2461,ENSG00000273132.1,chr6,149852462,149853192,+,AL355312.3,ENSG00000120256.11
2462,ENSG00000268592.3,chr6,149863494,149919507,+,RAET1E-AS1,ENSG00000203722.8
2463,ENSG00000268592.3,chr6,149863494,149919507,+,RAET1E-AS1,ENSG00000120256.11
2464,ENSG00000268592.3,chr6,149863494,149919507,+,RAET1E-AS1,ENSG00000164520.11
2465,ENSG00000268592.3,chr6,149863494,149919507,+,RAET1E-AS1,ENSG00000285991.1
2466,ENSG00000223701.3,chr6,149884431,149919508,+,RAET1E-AS1,ENSG00000285991.1
2467,ENSG00000223701.3,chr6,149884431,149919508,+,RAET1E-AS1,ENSG00000203722.8
2468,ENSG00000223701.3,chr6,149884431,149919508,+,RAET1E-AS1,ENSG00000164520.11
2469,ENSG00000226599.1,chr6,150650772,150652025,-,AL450344.2,ENSG00000120278.16
2470,ENSG00000223598.1,chr6,151088103,151228447,-,AL138733.1,ENSG00000120254.16
2471,ENSG00000233823.1,chr6,151813276,151814179,-,AL356311.1,ENSG00000091831.24
2472,ENSG00000287914.1,chr6,152091712,152094009,-,AL078582.2,ENSG00000091831.24
2473,ENSG00000234577.1,chr6,152380546,152381564,+,SYNE1-AS1,ENSG00000131018.24
2474,ENSG00000226193.1,chr6,152402398,152404966,+,AL049548.1,ENSG00000131018.24
2475,ENSG00000224893.7,chr6,152754903,152875991,-,LINC02840,ENSG00000146469.13
2476,ENSG00000227627.3,chr6,152983331,152991322,+,AL080276.2,ENSG00000112031.16
2477,ENSG00000227627.3,chr6,152983331,152991322,+,AL080276.2,ENSG00000112029.10
2478,ENSG00000286553.1,chr6,154477982,154479593,+,AL357075.2,ENSG00000153721.19
2479,ENSG00000235381.1,chr6,155253139,155256724,-,AL596202.1,ENSG00000146426.18
2480,ENSG00000271551.2,chr6,156776360,156778422,-,AL355297.3,ENSG00000049618.24
2481,ENSG00000270487.1,chr6,156780327,156780455,-,AL355297.1,ENSG00000049618.24
2482,ENSG00000233044.1,chr6,157107727,157119706,-,AL049820.1,ENSG00000049618.24
2483,ENSG00000234361.1,chr6,157829143,157830573,-,AL391863.2,ENSG00000130340.17
2484,ENSG00000229502.5,chr6,157872571,157875210,-,AL391863.1,ENSG00000130340.17
2485,ENSG00000236324.1,chr6,157885114,157892786,-,SNX9-AS1,ENSG00000130340.17
2486,ENSG00000285642.1,chr6,158000109,158000749,-,AL139330.1,ENSG00000078269.15
2487,ENSG00000287591.1,chr6,158296671,158303372,-,AL360169.3,ENSG00000130338.13
2488,ENSG00000238019.1,chr6,158397885,158398561,-,AL360169.1,ENSG00000130338.13
2489,ENSG00000233893.2,chr6,158817979,158822252,+,EZR-AS1,ENSG00000092820.18
2490,ENSG00000271913.7,chr6,158988178,159088114,+,AL035530.2,ENSG00000164691.18
2491,ENSG00000271913.7,chr6,158988178,159088114,+,AL035530.2,ENSG00000130363.13
2492,ENSG00000233682.3,chr6,159165899,159170007,-,AL356417.2,ENSG00000164694.17
2493,ENSG00000285427.1,chr6,159760258,159762332,-,SOD2-OT1,ENSG00000120437.9
2494,ENSG00000230234.1,chr6,160272617,160276130,+,AL162582.1,ENSG00000112499.13
2495,ENSG00000287656.1,chr6,160369200,160386934,-,AL591069.1,ENSG00000146477.6
2496,ENSG00000287558.1,chr6,160742509,160767490,-,AL109933.5,ENSG00000122194.19
2497,ENSG00000272841.1,chr6,160990318,160992342,-,MAP3K4-AS1,ENSG00000085511.20
2498,ENSG00000286498.1,chr6,161353679,161355350,+,AL132982.1,ENSG00000185345.23
2499,ENSG00000286805.1,chr6,161435098,161446016,+,AL138716.1,ENSG00000185345.23
2500,ENSG00000225437.6,chr6,163042557,163054161,-,PACRG-AS2,ENSG00000112530.11
2501,ENSG00000225683.6,chr6,163163830,163192038,-,PACRG-AS3,ENSG00000112530.11
2502,ENSG00000281692.2,chr6,163306907,163324530,-,PACRG-AS1,ENSG00000112530.11
2503,ENSG00000281832.1,chr6,165987551,165989615,+,LINC00602,ENSG00000112541.18
2504,ENSG00000288638.1,chr6,166167920,166171376,+,LNCDAT,ENSG00000164458.10
2505,ENSG00000287690.1,chr6,166651524,166655610,+,AL023775.2,ENSG00000071242.12
2506,ENSG00000231654.1,chr6,166903698,166904835,+,RPS6KA2-AS1,ENSG00000071242.12
2507,ENSG00000231654.1,chr6,166903698,166904835,+,RPS6KA2-AS1,ENSG00000249141.1
2508,ENSG00000285730.1,chr6,166995735,166999511,-,Z94721.3,ENSG00000213066.13
2509,ENSG00000284825.1,chr6,167114957,167121527,-,AL121935.1,ENSG00000112486.17
2510,ENSG00000284914.1,chr6,167126223,167131572,-,AL121935.2,ENSG00000112486.17
2511,ENSG00000286674.1,chr6,167164565,167167233,-,AL121935.3,ENSG00000166984.12
2512,ENSG00000229921.7,chr6,167992822,167997110,-,KIF25-AS1,ENSG00000125337.19
2513,ENSG00000226445.2,chr6,169213254,169245773,+,BX322234.1,ENSG00000186340.17
2514,ENSG00000227704.1,chr6,169725504,169738992,+,AL354892.1,ENSG00000130024.15
2515,ENSG00000271234.1,chr6,170297876,170298375,-,AL078605.1,ENSG00000112584.14
2516,ENSG00000240093.1,chr7,182935,194180,-,AC093627.3,ENSG00000177706.9
2517,ENSG00000249852.1,chr7,227554,229557,-,AC145676.1,ENSG00000177706.9
2518,ENSG00000229380.1,chr7,561958,565619,+,PRKAR1B-AS2,ENSG00000188191.15
2519,ENSG00000237181.1,chr7,603185,608482,+,PRKAR1B-AS1,ENSG00000188191.15
2520,ENSG00000273151.1,chr7,879790,886547,-,AC073957.3,ENSG00000164828.18
2521,ENSG00000273151.1,chr7,879790,886547,-,AC073957.3,ENSG00000239857.7
2522,ENSG00000225146.1,chr7,1029025,1043891,+,AC073957.1,ENSG00000146540.15
2523,ENSG00000257607.1,chr7,1055360,1059261,-,AC073957.2,ENSG00000164849.10
2524,ENSG00000224079.1,chr7,1074450,1078036,+,AC091729.1,ENSG00000146540.15
2525,ENSG00000226291.1,chr7,1080863,1082178,+,AC091729.2,ENSG00000146540.15
2526,ENSG00000229043.3,chr7,1160374,1165607,+,ZFAND2A-DT,ENSG00000178381.12
2527,ENSG00000230487.8,chr7,1570073,1589626,+,PSMG3-AS1,ENSG00000157778.9
2528,ENSG00000234977.1,chr7,1691906,1692450,-,AC074389.3,ENSG00000225968.7
2529,ENSG00000205971.3,chr7,1692810,1694357,-,AC074389.1,ENSG00000225968.7
2530,ENSG00000236081.1,chr7,1738630,1742291,-,ELFN1-AS1,ENSG00000225968.7
2531,ENSG00000176349.11,chr7,1838586,1849931,+,AC104129.1,ENSG00000002822.16
2532,ENSG00000237286.1,chr7,2944035,2947091,+,CARD11-AS1,ENSG00000198286.10
2533,ENSG00000236708.1,chr7,3264032,3302452,-,SDK1-AS1,ENSG00000146555.19
2534,ENSG00000236510.1,chr7,3642815,3643784,-,AC011284.1,ENSG00000146555.19
2535,ENSG00000283991.1,chr7,4130181,4134837,-,AC017000.1,ENSG00000146555.19
2536,ENSG00000241269.1,chr7,5419827,5420767,+,AC093620.1,ENSG00000182095.14
2537,ENSG00000188365.3,chr7,5419846,5423122,+,AC092171.1,ENSG00000182095.14
2538,ENSG00000230733.2,chr7,5475804,5479811,+,AC092171.2,ENSG00000155034.19
2539,ENSG00000272719.1,chr7,5556731,5557245,+,AC006483.2,ENSG00000075624.17
2540,ENSG00000232581.1,chr7,6578565,6588974,-,AC079742.1,ENSG00000136247.15
2541,ENSG00000228010.6,chr7,6663974,6708901,+,AC073343.2,ENSG00000164631.19
2542,ENSG00000272894.5,chr7,7552462,7566996,-,MIOS-DT,ENSG00000164654.16
2543,ENSG00000283549.1,chr7,7640752,8004053,+,AC007161.3,ENSG00000106399.11
2544,ENSG00000234141.1,chr7,7949853,7950709,-,AC006042.3,ENSG00000219545.11
2545,ENSG00000233108.1,chr7,7958183,7969903,-,GLCCI1-DT,ENSG00000219545.11
2546,ENSG00000233108.1,chr7,7958183,7969903,-,GLCCI1-DT,ENSG00000106415.13
2547,ENSG00000227719.1,chr7,8114025,8116561,+,AC006042.1,ENSG00000003147.19
2548,ENSG00000244239.1,chr7,8262233,8262821,+,AC007009.1,ENSG00000003147.19
2549,ENSG00000229970.3,chr7,8262264,8344516,+,AC007128.1,ENSG00000003147.19
2550,ENSG00000230333.6,chr7,11180902,11520175,+,AC004160.1,ENSG00000005108.16
2551,ENSG00000230435.1,chr7,11406955,11414078,+,AC004160.2,ENSG00000005108.16
2552,ENSG00000225606.1,chr7,12570125,12571392,-,AC005281.1,ENSG00000006747.15
2553,ENSG00000226323.1,chr7,14814131,14816565,+,AC006150.1,ENSG00000136267.14
2554,ENSG00000237070.1,chr7,15667947,15681980,+,AC005550.2,ENSG00000106511.6
2555,ENSG00000229688.8,chr7,16210484,16270604,+,CRPPA-AS1,ENSG00000214960.11
2556,ENSG00000272537.1,chr7,16471184,16471373,+,AC005014.3,ENSG00000214960.11
2557,ENSG00000272537.1,chr7,16471184,16471373,+,AC005014.3,ENSG00000171243.8
2558,ENSG00000287799.1,chr7,16603816,16616295,+,AC005014.4,ENSG00000106524.9
2559,ENSG00000235837.1,chr7,16695871,16719898,-,AC073333.1,ENSG00000136261.15
2560,ENSG00000237773.7,chr7,16970320,17299368,-,AC073332.1,ENSG00000106546.14
2561,ENSG00000225000.1,chr7,18429062,18430738,-,AC010082.1,ENSG00000048052.23
2562,ENSG00000226522.1,chr7,18892096,18899433,-,HDAC9-AS1,ENSG00000048052.23
2563,ENSG00000232821.1,chr7,19112474,19114271,+,AC003986.2,ENSG00000122691.13
2564,ENSG00000229533.1,chr7,19144293,19146253,+,AC003986.1,ENSG00000146618.3
2565,ENSG00000228598.1,chr7,20141916,20153531,+,MACC1-AS1,ENSG00000183742.13
2566,ENSG00000271133.5,chr7,20328299,20331747,-,AC004130.2,ENSG00000105855.10
2567,ENSG00000232759.1,chr7,22563337,22573996,+,AC002480.1,ENSG00000105889.16
2568,ENSG00000232949.2,chr7,22589698,22602536,+,AC002480.2,ENSG00000105889.16
2569,ENSG00000179428.2,chr7,22725395,22727620,-,IL6-AS1,ENSG00000136244.12
2570,ENSG00000285926.1,chr7,23200131,23206059,-,AC005082.2,ENSG00000136243.17
2571,ENSG00000234286.1,chr7,23680195,23680786,-,AC006026.3,ENSG00000188732.11
2572,ENSG00000225792.2,chr7,26369310,26376701,-,AC004540.2,ENSG00000086300.16
2573,ENSG00000233429.9,chr7,27095647,27100265,+,HOTAIRM1,ENSG00000105991.10
2574,ENSG00000253552.8,chr7,27107777,27134302,+,HOXA-AS2,ENSG00000105997.22
2575,ENSG00000253552.8,chr7,27107777,27134302,+,HOXA-AS2,ENSG00000197576.14
2576,ENSG00000254369.6,chr7,27129977,27155928,+,HOXA-AS3,ENSG00000122592.8
2577,ENSG00000254369.6,chr7,27129977,27155928,+,HOXA-AS3,ENSG00000197576.14
2578,ENSG00000254369.6,chr7,27129977,27155928,+,HOXA-AS3,ENSG00000105997.22
2579,ENSG00000254369.6,chr7,27129977,27155928,+,HOXA-AS3,ENSG00000106004.5
2580,ENSG00000254369.6,chr7,27129977,27155928,+,HOXA-AS3,ENSG00000106006.6
2581,ENSG00000253187.2,chr7,27168619,27171915,+,HOXA10-AS,ENSG00000078399.19
2582,ENSG00000253187.2,chr7,27168619,27171915,+,HOXA10-AS,ENSG00000253293.5
2583,ENSG00000240990.10,chr7,27184507,27189298,+,HOXA11-AS,ENSG00000005073.6
2584,ENSG00000243766.8,chr7,27198575,27207259,+,HOTTIP,ENSG00000106031.9
2585,ENSG00000253405.1,chr7,27241429,27247229,-,EVX1-AS,ENSG00000106038.13
2586,ENSG00000286478.1,chr7,27617474,27627496,+,AC007130.1,ENSG00000106049.9
2587,ENSG00000229893.2,chr7,27733064,27740395,-,TAX1BP1-AS1,ENSG00000106052.13
2588,ENSG00000287489.1,chr7,27873785,27876546,+,AC004549.1,ENSG00000153814.13
2589,ENSG00000234336.7,chr7,28180322,28243917,+,JAZF1-AS1,ENSG00000153814.13
2590,ENSG00000228421.2,chr7,28957667,28959345,+,AC005013.1,ENSG00000255690.3
2591,ENSG00000272568.6,chr7,28979967,29013367,+,AC005162.2,ENSG00000106066.15
2592,ENSG00000229452.1,chr7,29080284,29082527,+,CPVL-AS1,ENSG00000106066.15
2593,ENSG00000285081.1,chr7,29191582,29194109,-,AC004593.1,ENSG00000106069.23
2594,ENSG00000235669.1,chr7,29199540,29208970,-,CHN2-AS1,ENSG00000106069.23
