Supplemental Table 5: ncNATs tissue association.,,,
gene_id,gene_name,tissue,type
NONHSAG113994.1,NA,Brain_Normal,group_enhanced
NONHSAG114365.1,NA,Brain_Normal,group_enhanced
ENSG00000215196.5,BASP1-AS1,Brain_Normal,enriched
ENSG00000220575.8,HTR5A-AS1,Brain_Normal,enriched
ENSG00000225140.1,AL358216.1,Brain_Normal,enriched
ENSG00000225465.10,RFPL1S,Brain_Normal,enriched
ENSG00000225683.6,PACRG-AS3,Brain_Normal,enriched
ENSG00000235903.9,CPB2-AS1,Brain_Normal,enriched
ENSG00000237737.6,DCTN1-AS1,Brain_Normal,enriched
ENSG00000242808.10,SOX2-OT,Brain_Normal,enriched
ENSG00000253553.7,AC090578.1,Brain_Normal,enriched
ENSG00000254187.1,AC008708.2,Brain_Normal,enriched
ENSG00000258696.1,AL359233.1,Brain_Normal,enriched
ENSG00000259048.1,AL392023.2,Brain_Normal,enriched
ENSG00000260372.7,AQP4-AS1,Brain_Normal,enriched
ENSG00000263878.2,DLGAP1-AS4,Brain_Normal,enriched
ENSG00000266248.1,AC011474.2,Brain_Normal,enriched
ENSG00000269883.1,AC007375.3,Brain_Normal,enriched
ENSG00000271892.1,AC026790.1,Brain_Normal,enriched
ENSG00000272157.1,AC107373.2,Brain_Normal,enriched
ENSG00000272321.1,AP003355.2,Brain_Normal,enriched
ENSG00000278456.1,AC015712.7,Brain_Normal,enriched
ENSG00000281160.1,AC018358.1,Brain_Normal,enriched
ENSG00000285940.2,AC009899.1,Brain_Normal,enriched
ENSG00000286214.1,AUXG01000058.1,Brain_Normal,enriched
ENSG00000287720.1,AC023480.1,Brain_Normal,enriched
LOC102724593,NA,Brain_Normal,enriched
LOC105372249,NA,Brain_Normal,enriched
LOC105372633,NA,Brain_Normal,enriched
LOC105377696,NA,Brain_Normal,enriched
MSTRG.SL.chr16.34,NA,Brain_Normal,enriched
MSTRG.SL.chr18.44,NA,Brain_Normal,enriched
MSTRG.SL.chr22.91,NA,Brain_Normal,enriched
MSTRG.SL.chr3.1,NA,Brain_Normal,enriched
MSTRG.SL.chr7.118,NA,Brain_Normal,enriched
MSTRG.SL.chr7.130,NA,Brain_Normal,enriched
NONHSAG061434.1,NA,Brain_Normal,enriched
NONHSAG071457.1,NA,Brain_Normal,enriched
NONHSAG103609.1,NA,Brain_Normal,enriched
NONHSAG108508.1,NA,Brain_Normal,enriched
NONHSAG109396.1,NA,Brain_Normal,enriched
NONHSAG111841.1,NA,Brain_Normal,enriched
NONHSAG112772.1,NA,Brain_Normal,enriched
NONHSAG112986.1,NA,Brain_Normal,enriched
ENSG00000176912.5,TYMSOS,Brain_Normal,enhanced
ENSG00000182376.2,AC138028.1,Brain_Normal,enhanced
ENSG00000186019.11,AC021092.1,Brain_Normal,enhanced
ENSG00000205562.3,AL049775.1,Brain_Normal,enhanced
ENSG00000223774.5,AL513217.1,Brain_Normal,enhanced
ENSG00000224848.2,AL589843.1,Brain_Normal,enhanced
ENSG00000226239.2,AL031658.1,Brain_Normal,enhanced
ENSG00000226953.8,NCKAP5-AS2,Brain_Normal,enhanced
ENSG00000227053.1,MUC12-AS1,Brain_Normal,enhanced
ENSG00000229739.4,PDC-AS1,Brain_Normal,enhanced
ENSG00000230084.6,AC006059.1,Brain_Normal,enhanced
ENSG00000231187.3,AL356056.2,Brain_Normal,enhanced
ENSG00000231633.1,LINC00283,Brain_Normal,enhanced
ENSG00000233384.3,CNIH3-AS2,Brain_Normal,enhanced
ENSG00000233452.7,STXBP5-AS1,Brain_Normal,enhanced
ENSG00000234336.7,JAZF1-AS1,Brain_Normal,enhanced
ENSG00000235189.2,AL034405.1,Brain_Normal,enhanced
ENSG00000235448.3,LURAP1L-AS1,Brain_Normal,enhanced
ENSG00000236263.1,AC234582.1,Brain_Normal,enhanced
ENSG00000236653.3,LINC01923,Brain_Normal,enhanced
ENSG00000236939.2,BAALC-AS2,Brain_Normal,enhanced
ENSG00000237187.9,NR2F1-AS1,Brain_Normal,enhanced
ENSG00000237250.3,AL359924.1,Brain_Normal,enhanced
ENSG00000239739.1,AC026316.2,Brain_Normal,enhanced
ENSG00000239911.2,PRKAG2-AS1,Brain_Normal,enhanced
ENSG00000242428.6,CFAP20DC-AS1,Brain_Normal,enhanced
ENSG00000242593.7,AC006148.1,Brain_Normal,enhanced
ENSG00000245384.2,CXXC4-AS1,Brain_Normal,enhanced
ENSG00000246731.3,MGC16275,Brain_Normal,enhanced
ENSG00000247121.7,AC009126.1,Brain_Normal,enhanced
ENSG00000247317.3,LY6E-DT,Brain_Normal,enhanced
ENSG00000249604.1,AC096564.1,Brain_Normal,enhanced
ENSG00000250174.5,MYLK-AS2,Brain_Normal,enhanced
ENSG00000250615.1,AC008581.1,Brain_Normal,enhanced
ENSG00000250976.1,AC021491.3,Brain_Normal,enhanced
ENSG00000251173.1,UCHL1-AS1,Brain_Normal,enhanced
ENSG00000251450.2,RASGRF2-AS1,Brain_Normal,enhanced
ENSG00000251600.8,AC107223.1,Brain_Normal,enhanced
ENSG00000253403.1,AC091944.1,Brain_Normal,enhanced
ENSG00000253764.3,AC019257.1,Brain_Normal,enhanced
ENSG00000253932.1,AC019270.1,Brain_Normal,enhanced
ENSG00000254561.4,AP003393.1,Brain_Normal,enhanced
ENSG00000254973.2,AC105219.3,Brain_Normal,enhanced
ENSG00000255537.1,AP000708.1,Brain_Normal,enhanced
ENSG00000257004.1,AC008115.2,Brain_Normal,enhanced
ENSG00000257913.2,DDN-AS1,Brain_Normal,enhanced
ENSG00000258035.2,AC123567.2,Brain_Normal,enhanced
ENSG00000258057.6,BCDIN3D-AS1,Brain_Normal,enhanced
ENSG00000259583.3,AC015712.2,Brain_Normal,enhanced
ENSG00000259985.1,AC017100.1,Brain_Normal,enhanced
ENSG00000260630.7,SNAI3-AS1,Brain_Normal,enhanced
ENSG00000262668.2,AJ003147.2,Brain_Normal,enhanced
ENSG00000267072.2,NAGPA-AS1,Brain_Normal,enhanced
ENSG00000267160.1,AC091152.2,Brain_Normal,enhanced
ENSG00000267746.1,AC104985.1,Brain_Normal,enhanced
ENSG00000267811.1,AP001160.2,Brain_Normal,enhanced
ENSG00000270039.1,AC025165.5,Brain_Normal,enhanced
ENSG00000271743.1,AF287957.1,Brain_Normal,enhanced
ENSG00000272056.1,AC013472.2,Brain_Normal,enhanced
ENSG00000272505.1,AC104964.3,Brain_Normal,enhanced
ENSG00000272944.1,AC079834.1,Brain_Normal,enhanced
ENSG00000273188.1,AL022328.3,Brain_Normal,enhanced
ENSG00000273455.1,AC072039.2,Brain_Normal,enhanced
ENSG00000273618.1,AL135999.2,Brain_Normal,enhanced
ENSG00000275392.1,AL445493.3,Brain_Normal,enhanced
ENSG00000277270.2,AL160412.1,Brain_Normal,enhanced
ENSG00000277855.1,AC097634.3,Brain_Normal,enhanced
ENSG00000278291.1,AL161772.1,Brain_Normal,enhanced
ENSG00000279196.1,AC135048.4,Brain_Normal,enhanced
ENSG00000279480.1,AC138466.4,Brain_Normal,enhanced
ENSG00000279815.1,AC020763.5,Brain_Normal,enhanced
ENSG00000284633.1,AL031590.1,Brain_Normal,enhanced
ENSG00000285095.2,AC025887.2,Brain_Normal,enhanced
ENSG00000285588.1,AL160254.1,Brain_Normal,enhanced
ENSG00000285680.2,AL355481.1,Brain_Normal,enhanced
ENSG00000286055.1,AC093890.2,Brain_Normal,enhanced
ENSG00000286340.1,AL356776.2,Brain_Normal,enhanced
ENSG00000286485.1,Z80897.1,Brain_Normal,enhanced
ENSG00000286596.1,AC098595.1,Brain_Normal,enhanced
ENSG00000286654.1,AC092636.1,Brain_Normal,enhanced
ENSG00000286754.1,AL031290.1,Brain_Normal,enhanced
ENSG00000286771.1,AC097658.3,Brain_Normal,enhanced
ENSG00000286946.1,AC024996.1,Brain_Normal,enhanced
ENSG00000286982.1,AC016931.1,Brain_Normal,enhanced
ENSG00000287021.1,AC097462.3,Brain_Normal,enhanced
ENSG00000287045.1,AC072028.1,Brain_Normal,enhanced
ENSG00000287559.1,AL136305.1,Brain_Normal,enhanced
ENSG00000287655.1,AC023283.1,Brain_Normal,enhanced
ENSG00000287680.1,AC093330.3,Brain_Normal,enhanced
ENSG00000287684.1,AL392172.1,Brain_Normal,enhanced
ENSG00000287894.1,AC174469.1,Brain_Normal,enhanced
ENSG00000288533.1,AP001178.4,Brain_Normal,enhanced
LOC101928977,NA,Brain_Normal,enhanced
LOC102724530,NA,Brain_Normal,enhanced
LOC105372663,NA,Brain_Normal,enhanced
LOC105373064,NA,Brain_Normal,enhanced
LOC105375835,NA,Brain_Normal,enhanced
LOC107985044,NA,Brain_Normal,enhanced
LOC124900826,NA,Brain_Normal,enhanced
LOC124902401,NA,Brain_Normal,enhanced
LOC124903853,NA,Brain_Normal,enhanced
LOC124904033,NA,Brain_Normal,enhanced
LOC124904199,NA,Brain_Normal,enhanced
MSTRG.SL.chr1.213,NA,Brain_Normal,enhanced
MSTRG.SL.chr10.158,NA,Brain_Normal,enhanced
MSTRG.SL.chr10.159,NA,Brain_Normal,enhanced
MSTRG.SL.chr11.161,NA,Brain_Normal,enhanced
MSTRG.SL.chr11.22,NA,Brain_Normal,enhanced
MSTRG.SL.chr12.157,NA,Brain_Normal,enhanced
MSTRG.SL.chr12.43,NA,Brain_Normal,enhanced
MSTRG.SL.chr13.4,NA,Brain_Normal,enhanced
MSTRG.SL.chr14.10,NA,Brain_Normal,enhanced
MSTRG.SL.chr19.103,NA,Brain_Normal,enhanced
MSTRG.SL.chr19.192,NA,Brain_Normal,enhanced
MSTRG.SL.chr2.120,NA,Brain_Normal,enhanced
MSTRG.SL.chr22.44,NA,Brain_Normal,enhanced
MSTRG.SL.chr22.60,NA,Brain_Normal,enhanced
MSTRG.SL.chr3.184,NA,Brain_Normal,enhanced
MSTRG.SL.chr3.3,NA,Brain_Normal,enhanced
MSTRG.SL.chr3.4,NA,Brain_Normal,enhanced
MSTRG.SL.chr4.147,NA,Brain_Normal,enhanced
MSTRG.SL.chr4.148,NA,Brain_Normal,enhanced
MSTRG.SL.chr4.53,NA,Brain_Normal,enhanced
MSTRG.SL.chr4.57,NA,Brain_Normal,enhanced
MSTRG.SL.chr5.152,NA,Brain_Normal,enhanced
MSTRG.SL.chr5.153,NA,Brain_Normal,enhanced
MSTRG.SL.chr9.2,NA,Brain_Normal,enhanced
NONHSAG001125.2,NA,Brain_Normal,enhanced
NONHSAG005423.2,NA,Brain_Normal,enhanced
NONHSAG023790.2,NA,Brain_Normal,enhanced
NONHSAG036841.2,NA,Brain_Normal,enhanced
NONHSAG039640.2,NA,Brain_Normal,enhanced
NONHSAG041972.2,NA,Brain_Normal,enhanced
NONHSAG047550.3,NA,Brain_Normal,enhanced
NONHSAG047936.2,NA,Brain_Normal,enhanced
NONHSAG048474.2,NA,Brain_Normal,enhanced
NONHSAG049166.2,NA,Brain_Normal,enhanced
NONHSAG060608.1,NA,Brain_Normal,enhanced
NONHSAG061596.2,NA,Brain_Normal,enhanced
NONHSAG065345.1,NA,Brain_Normal,enhanced
NONHSAG065552.1,NA,Brain_Normal,enhanced
NONHSAG069310.1,NA,Brain_Normal,enhanced
NONHSAG069379.1,NA,Brain_Normal,enhanced
NONHSAG070863.1,NA,Brain_Normal,enhanced
NONHSAG076118.1,NA,Brain_Normal,enhanced
NONHSAG076164.1,NA,Brain_Normal,enhanced
NONHSAG076489.1,NA,Brain_Normal,enhanced
NONHSAG079326.1,NA,Brain_Normal,enhanced
NONHSAG084682.1,NA,Brain_Normal,enhanced
NONHSAG087862.1,NA,Brain_Normal,enhanced
NONHSAG088564.1,NA,Brain_Normal,enhanced
NONHSAG090191.1,NA,Brain_Normal,enhanced
NONHSAG093093.2,NA,Brain_Normal,enhanced
NONHSAG093542.1,NA,Brain_Normal,enhanced
NONHSAG094103.1,NA,Brain_Normal,enhanced
NONHSAG094221.2,NA,Brain_Normal,enhanced
NONHSAG094632.1,NA,Brain_Normal,enhanced
NONHSAG096236.1,NA,Brain_Normal,enhanced
NONHSAG099099.2,NA,Brain_Normal,enhanced
NONHSAG101715.1,NA,Brain_Normal,enhanced
NONHSAG102040.1,NA,Brain_Normal,enhanced
NONHSAG104762.1,NA,Brain_Normal,enhanced
NONHSAG104875.1,NA,Brain_Normal,enhanced
NONHSAG105605.1,NA,Brain_Normal,enhanced
NONHSAG106595.1,NA,Brain_Normal,enhanced
NONHSAG107174.1,NA,Brain_Normal,enhanced
NONHSAG107338.1,NA,Brain_Normal,enhanced
NONHSAG108461.1,NA,Brain_Normal,enhanced
NONHSAG108594.1,NA,Brain_Normal,enhanced
NONHSAG108816.1,NA,Brain_Normal,enhanced
NONHSAG109463.1,NA,Brain_Normal,enhanced
NONHSAG110104.1,NA,Brain_Normal,enhanced
NONHSAG111516.1,NA,Brain_Normal,enhanced
NONHSAG111607.1,NA,Brain_Normal,enhanced
NONHSAG112730.1,NA,Brain_Normal,enhanced
NONHSAG113130.1,NA,Brain_Normal,enhanced
NONHSAG113937.1,NA,Brain_Normal,enhanced
NONHSAG114442.1,NA,Brain_Normal,enhanced
NONHSAG114858.1,NA,Brain_Normal,enhanced
ENSG00000231424.3,BX284613.2,Breast_Normal,specific
ENSG00000254404.1,AP003306.1,Breast_Normal,specific
ENSG00000287354.1,AL034351.2,Breast_Normal,specific
MSTRG.SL.chr10.104,NA,Breast_Normal,specific
MSTRG.SL.chr10.16,NA,Breast_Normal,specific
MSTRG.SL.chr6.72,NA,Breast_Normal,specific
MSTRG.SL.chr9.54,NA,Breast_Normal,specific
NONHSAG084746.1,NA,Breast_Normal,specific
NONHSAG101371.1,NA,Breast_Normal,specific
ENSG00000225243.5,AL021026.1,Breast_Normal,group_enriched
ENSG00000250990.1,AC098851.1,Breast_Normal,group_enriched
LOC107986578,NA,Breast_Normal,group_enriched
MSTRG.SL.chr12.154,NA,Breast_Normal,group_enriched
MSTRG.SL.chr5.87,NA,Breast_Normal,group_enriched
ENSG00000182352.8,C17orf77,Breast_Normal,group_enhanced
ENSG00000197308.9,GATA3-AS1,Breast_Normal,group_enhanced
ENSG00000204049.1,AL391421.1,Breast_Normal,group_enhanced
ENSG00000224238.2,WARS2-IT1,Breast_Normal,group_enhanced
ENSG00000226482.1,ADIPOQ-AS1,Breast_Normal,group_enhanced
ENSG00000227591.5,HSD11B1-AS1,Breast_Normal,group_enhanced
ENSG00000230061.2,TRPM2-AS,Breast_Normal,group_enhanced
ENSG00000230333.6,AC004160.1,Breast_Normal,group_enhanced
ENSG00000231290.6,APCDD1L-DT,Breast_Normal,group_enhanced
ENSG00000232124.3,AP001057.1,Breast_Normal,group_enhanced
ENSG00000232821.1,AC003986.2,Breast_Normal,group_enhanced
ENSG00000234715.2,AC005064.1,Breast_Normal,group_enhanced
ENSG00000235123.5,DSCAM-AS1,Breast_Normal,group_enhanced
ENSG00000235947.1,EGOT,Breast_Normal,group_enhanced
ENSG00000236333.4,TRHDE-AS1,Breast_Normal,group_enhanced
ENSG00000236434.2,AL162430.2,Breast_Normal,group_enhanced
ENSG00000238117.1,AP000844.2,Breast_Normal,group_enhanced
ENSG00000238280.2,AC067751.1,Breast_Normal,group_enhanced
ENSG00000241720.2,AL158847.1,Breast_Normal,group_enhanced
ENSG00000242370.1,KCNAB1-AS1,Breast_Normal,group_enhanced
ENSG00000242908.6,AADACL2-AS1,Breast_Normal,group_enhanced
ENSG00000248165.1,AC110760.1,Breast_Normal,group_enhanced
ENSG00000248429.5,FAM198B-AS1,Breast_Normal,group_enhanced
ENSG00000248996.1,AC145098.1,Breast_Normal,group_enhanced
ENSG00000250431.1,AC105914.2,Breast_Normal,group_enhanced
ENSG00000250538.6,AC104407.1,Breast_Normal,group_enhanced
ENSG00000250603.1,AC068658.1,Breast_Normal,group_enhanced
ENSG00000250961.2,AC025470.2,Breast_Normal,group_enhanced
ENSG00000254042.2,SLIT3-AS2,Breast_Normal,group_enhanced
ENSG00000254192.1,AC011365.1,Breast_Normal,group_enhanced
ENSG00000254864.1,AC107884.2,Breast_Normal,group_enhanced
ENSG00000255089.1,AC136475.4,Breast_Normal,group_enhanced
ENSG00000255240.6,AP001636.3,Breast_Normal,group_enhanced
ENSG00000255648.1,AC087242.1,Breast_Normal,group_enhanced
ENSG00000256757.1,AP002840.1,Breast_Normal,group_enhanced
ENSG00000257002.1,AP000438.1,Breast_Normal,group_enhanced
ENSG00000257271.1,KIRREL3-AS1,Breast_Normal,group_enhanced
ENSG00000257319.1,AC008127.1,Breast_Normal,group_enhanced
ENSG00000260173.1,AC020779.2,Breast_Normal,group_enhanced
ENSG00000261346.1,AC116348.3,Breast_Normal,group_enhanced
ENSG00000261664.5,TTC39A-AS1,Breast_Normal,group_enhanced
ENSG00000264067.1,AC005291.1,Breast_Normal,group_enhanced
ENSG00000264520.1,AC005154.4,Breast_Normal,group_enhanced
ENSG00000265487.1,AP001021.2,Breast_Normal,group_enhanced
ENSG00000265943.1,AC090912.1,Breast_Normal,group_enhanced
ENSG00000266850.1,AC090912.2,Breast_Normal,group_enhanced
ENSG00000266936.1,AC011442.1,Breast_Normal,group_enhanced
ENSG00000267299.1,AC011444.3,Breast_Normal,group_enhanced
ENSG00000267659.5,LINC01482,Breast_Normal,group_enhanced
ENSG00000268810.1,AC007193.1,Breast_Normal,group_enhanced
ENSG00000269151.1,AC007193.3,Breast_Normal,group_enhanced
ENSG00000269289.6,AC011503.1,Breast_Normal,group_enhanced
ENSG00000270947.1,AC025811.1,Breast_Normal,group_enhanced
ENSG00000272159.1,AC087623.3,Breast_Normal,group_enhanced
ENSG00000272249.1,AP003117.2,Breast_Normal,group_enhanced
ENSG00000272254.1,AC022893.3,Breast_Normal,group_enhanced
ENSG00000272736.5,AC005323.2,Breast_Normal,group_enhanced
ENSG00000273232.1,AC090912.3,Breast_Normal,group_enhanced
ENSG00000273350.1,AC004832.5,Breast_Normal,group_enhanced
ENSG00000273388.1,AC005291.2,Breast_Normal,group_enhanced
ENSG00000278408.1,AC108861.1,Breast_Normal,group_enhanced
ENSG00000278621.1,AC037198.2,Breast_Normal,group_enhanced
ENSG00000278981.1,AC079298.1,Breast_Normal,group_enhanced
ENSG00000280005.1,AC079298.2,Breast_Normal,group_enhanced
ENSG00000285051.2,SLC7A14-AS1,Breast_Normal,group_enhanced
ENSG00000285691.2,AL445259.1,Breast_Normal,group_enhanced
ENSG00000285790.1,AC021517.2,Breast_Normal,group_enhanced
ENSG00000285941.1,AL133257.1,Breast_Normal,group_enhanced
ENSG00000286492.1,AC117509.1,Breast_Normal,group_enhanced
ENSG00000286545.1,AC092645.2,Breast_Normal,group_enhanced
ENSG00000286974.1,AL662884.5,Breast_Normal,group_enhanced
ENSG00000287373.1,AL122014.1,Breast_Normal,group_enhanced
ENSG00000287805.1,AC128687.3,Breast_Normal,group_enhanced
ENSG00000287986.1,AL135841.1,Breast_Normal,group_enhanced
ENSG00000288585.1,AC010184.1,Breast_Normal,group_enhanced
ENSG00000288605.1,AC007461.1,Breast_Normal,group_enhanced
LOC101927066,NA,Breast_Normal,group_enhanced
LOC101927788,NA,Breast_Normal,group_enhanced
LOC105372008,NA,Breast_Normal,group_enhanced
LOC105373957,NA,Breast_Normal,group_enhanced
LOC105374216,NA,Breast_Normal,group_enhanced
LOC105374339,NA,Breast_Normal,group_enhanced
LOC105375435,NA,Breast_Normal,group_enhanced
LOC105375520,NA,Breast_Normal,group_enhanced
LOC105375727,NA,Breast_Normal,group_enhanced
LOC105376926,NA,Breast_Normal,group_enhanced
LOC107985048,NA,Breast_Normal,group_enhanced
LOC107986289,NA,Breast_Normal,group_enhanced
LOC107986528,NA,Breast_Normal,group_enhanced
LOC112267942,NA,Breast_Normal,group_enhanced
LOC112267988,NA,Breast_Normal,group_enhanced
LOC124900795,NA,Breast_Normal,group_enhanced
LOC124901490,NA,Breast_Normal,group_enhanced
LOC124901596,NA,Breast_Normal,group_enhanced
LOC124901891,NA,Breast_Normal,group_enhanced
LOC124902620,NA,Breast_Normal,group_enhanced
LOC124902741,NA,Breast_Normal,group_enhanced
LOC124903879,NA,Breast_Normal,group_enhanced
LOC124903927,NA,Breast_Normal,group_enhanced
LOC124904090,NA,Breast_Normal,group_enhanced
LOC124905966,NA,Breast_Normal,group_enhanced
LOC124905990,NA,Breast_Normal,group_enhanced
LOC124906298,NA,Breast_Normal,group_enhanced
LOC124907723,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr1.113,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr1.176,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr1.223,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr10.37,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr11.102,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr12.124,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr15.118,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr17.113,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr18.23,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr18.24,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr19.112,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr19.144,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr19.145,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr3.138,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr3.139,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr3.59,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr4.58,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr4.67,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr5.146,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr5.147,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr5.150,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr6.114,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr7.111,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr8.21,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr8.4,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr8.82,NA,Breast_Normal,group_enhanced
MSTRG.SL.chr9.108,NA,Breast_Normal,group_enhanced
NONHSAG001658.2,NA,Breast_Normal,group_enhanced
NONHSAG011975.2,NA,Breast_Normal,group_enhanced
NONHSAG035543.2,NA,Breast_Normal,group_enhanced
NONHSAG049170.2,NA,Breast_Normal,group_enhanced
NONHSAG051092.3,NA,Breast_Normal,group_enhanced
NONHSAG053940.3,NA,Breast_Normal,group_enhanced
NONHSAG056478.1,NA,Breast_Normal,group_enhanced
NONHSAG057021.1,NA,Breast_Normal,group_enhanced
NONHSAG058200.1,NA,Breast_Normal,group_enhanced
NONHSAG063188.1,NA,Breast_Normal,group_enhanced
NONHSAG070917.1,NA,Breast_Normal,group_enhanced
NONHSAG072946.1,NA,Breast_Normal,group_enhanced
NONHSAG077573.1,NA,Breast_Normal,group_enhanced
NONHSAG079341.1,NA,Breast_Normal,group_enhanced
NONHSAG082832.2,NA,Breast_Normal,group_enhanced
NONHSAG084191.2,NA,Breast_Normal,group_enhanced
NONHSAG084953.1,NA,Breast_Normal,group_enhanced
NONHSAG085533.1,NA,Breast_Normal,group_enhanced
NONHSAG085997.1,NA,Breast_Normal,group_enhanced
NONHSAG087917.1,NA,Breast_Normal,group_enhanced
NONHSAG093561.1,NA,Breast_Normal,group_enhanced
NONHSAG096550.1,NA,Breast_Normal,group_enhanced
NONHSAG096962.1,NA,Breast_Normal,group_enhanced
NONHSAG097282.1,NA,Breast_Normal,group_enhanced
NONHSAG102250.1,NA,Breast_Normal,group_enhanced
NONHSAG102323.1,NA,Breast_Normal,group_enhanced
NONHSAG106156.1,NA,Breast_Normal,group_enhanced
NONHSAG106376.1,NA,Breast_Normal,group_enhanced
NONHSAG106714.1,NA,Breast_Normal,group_enhanced
NONHSAG108000.1,NA,Breast_Normal,group_enhanced
NONHSAG109666.1,NA,Breast_Normal,group_enhanced
NONHSAG110070.1,NA,Breast_Normal,group_enhanced
NONHSAG111388.1,NA,Breast_Normal,group_enhanced
NONHSAG114021.1,NA,Breast_Normal,group_enhanced
NONHSAG114365.1,NA,Breast_Normal,group_enhanced
ENSG00000174680.10,GRIK1-AS1,Breast_Normal,enriched
ENSG00000229312.2,AL353693.1,Breast_Normal,enriched
ENSG00000244468.1,AC093001.1,Breast_Normal,enriched
ENSG00000256916.1,AP000851.1,Breast_Normal,enriched
NONHSAG085845.1,NA,Breast_Normal,enriched
ENSG00000226849.1,AL109811.1,Breast_Normal,enhanced
ENSG00000229664.1,AL137186.1,Breast_Normal,enhanced
ENSG00000231482.3,AC105450.1,Breast_Normal,enhanced
ENSG00000231606.2,AL357873.1,Breast_Normal,enhanced
ENSG00000232295.7,AL589935.1,Breast_Normal,enhanced
ENSG00000232973.13,CYP1B1-AS1,Breast_Normal,enhanced
ENSG00000235978.6,AC018816.1,Breast_Normal,enhanced
ENSG00000236305.1,SLC12A9-AS1,Breast_Normal,enhanced
ENSG00000248464.1,FGF10-AS1,Breast_Normal,enhanced
ENSG00000263388.1,AC002347.2,Breast_Normal,enhanced
ENSG00000263683.1,AC005154.3,Breast_Normal,enhanced
ENSG00000266495.1,AC011731.1,Breast_Normal,enhanced
ENSG00000267986.1,AC130469.1,Breast_Normal,enhanced
ENSG00000268204.1,AC008763.1,Breast_Normal,enhanced
ENSG00000277684.1,AL392048.1,Breast_Normal,enhanced
ENSG00000279333.1,AC096636.1,Breast_Normal,enhanced
ENSG00000286802.1,AC104459.1,Breast_Normal,enhanced
LOC107984671,NA,Breast_Normal,enhanced
LOC112268118,NA,Breast_Normal,enhanced
MSTRG.SL.chr1.155,NA,Breast_Normal,enhanced
MSTRG.SL.chr1.255,NA,Breast_Normal,enhanced
MSTRG.SL.chr12.11,NA,Breast_Normal,enhanced
